,cluster,Major_Class,Acute_Chronic,Prod_Form
58468004101,2,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,INJECTABLES
58468007001,5,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,INJECTABLES
58468009001,1,PAIN,CHRONIC,INJECTABLES
58468009003,1,PAIN,CHRONIC,INJECTABLES
58468012001,3,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
58468012301,4,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,INJECTABLES
58468012401,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
58468013001,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
58468013101,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
58468013102,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
58468013201,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
58468013202,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
58468016001,3,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,INJECTABLES
58468019102,3,,,
58468020001,1,MULTIPLE SCLEROSIS,CHRONIC,INJECTABLES
58468021002,1,MULTIPLE SCLEROSIS,CHRONIC,ORALS
58468021004,5,MULTIPLE SCLEROSIS,CHRONIC,ORALS
58468021101,1,MULTIPLE SCLEROSIS,CHRONIC,ORALS
58468021104,5,MULTIPLE SCLEROSIS,CHRONIC,ORALS
58468022001,5,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,ORALS
58468022501,5,OTHER HAEMATOLOGICALS,CHRONIC,OTHER SYSTEMICS
58468466301,4,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,INJECTABLES
58468782003,4,ONCOLOGICS,ACUTE,ORALS
58468784003,4,ONCOLOGICS,ACUTE,ORALS
58604021430,3,OTHER WOMEN'S HEALTH,ACUTE,ORALS
58914001210,1,GI PRODUCTS,ACUTE,ORALS
58914001310,3,,,
58914008052,2,GI PRODUCTS,ACUTE,INJECTABLES
58914017014,1,ANTI-ULCERANTS,ACUTE,ORALS
58914017110,3,ANTI-ULCERANTS,ACUTE,ORALS
59011041010,1,PAIN,ACUTE,ORALS
59011041020,5,PAIN,ACUTE,ORALS
59011041510,1,PAIN,ACUTE,ORALS
59011041520,5,PAIN,ACUTE,ORALS
59011042010,1,PAIN,ACUTE,ORALS
59011042020,5,PAIN,ACUTE,ORALS
59011043010,1,PAIN,ACUTE,ORALS
59011043020,5,PAIN,ACUTE,ORALS
59011044010,1,PAIN,ACUTE,ORALS
59011044020,2,PAIN,ACUTE,ORALS
59011045101,3,PAIN,ACUTE,ORALS
59011045210,1,PAIN,ACUTE,ORALS
59011045405,3,PAIN,ACUTE,ORALS
59011045410,1,PAIN,ACUTE,ORALS
59011045810,1,PAIN,ACUTE,ORALS
59011046010,1,PAIN,ACUTE,ORALS
59011046020,3,PAIN,ACUTE,ORALS
59011048010,1,PAIN,ACUTE,ORALS
59011048020,5,PAIN,ACUTE,ORALS
59011052330,2,GI PRODUCTS,ACUTE,ORALS
59011052390,2,GI PRODUCTS,ACUTE,ORALS
59148000613,1,MENTAL HEALTH,CHRONIC,ORALS
59148000713,1,MENTAL HEALTH,CHRONIC,ORALS
59148000813,1,MENTAL HEALTH,CHRONIC,ORALS
59148000913,1,MENTAL HEALTH,CHRONIC,ORALS
59148001013,1,MENTAL HEALTH,CHRONIC,ORALS
59148001035,3,,,
59148001113,1,MENTAL HEALTH,CHRONIC,ORALS
59148001135,3,,,
59148001871,5,MENTAL HEALTH,CHRONIC,INJECTABLES
59148001971,5,MENTAL HEALTH,CHRONIC,INJECTABLES
59148002050,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148002150,2,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148003085,4,MENTAL HEALTH,CHRONIC,ORALS
59148003185,5,MENTAL HEALTH,CHRONIC,ORALS
59148003285,5,MENTAL HEALTH,CHRONIC,ORALS
59148003513,5,MENTAL HEALTH,CHRONIC,ORALS
59148003613,5,MENTAL HEALTH,CHRONIC,ORALS
59148003713,5,MENTAL HEALTH,CHRONIC,ORALS
59148003813,5,MENTAL HEALTH,CHRONIC,ORALS
59148003913,5,MENTAL HEALTH,CHRONIC,ORALS
59148004013,5,MENTAL HEALTH,CHRONIC,ORALS
59148004580,5,MENTAL HEALTH,CHRONIC,INJECTABLES
59148007280,5,MENTAL HEALTH,CHRONIC,INJECTABLES
59148008213,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148008707,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148008728,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148008828,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148008928,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212000101,2,OTHER CARDIOVASCULARS,ACUTE,ORALS
59212000201,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212000301,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212008730,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212009530,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212009730,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212011114,1,ONCOLOGICS,CHRONIC,ORALS
59212020010,1,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
59212024055,5,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024255,1,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024256,5,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024555,1,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024955,1,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024956,4,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024975,5,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212044710,4,MENTAL HEALTH,CHRONIC,ORALS
59212056210,4,IMMUNOLOGY,CHRONIC,ORALS
59212068010,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
59212068110,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
59310061031,5,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
59353000410,5,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59353001001,5,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59353001010,5,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59385004130,5,GI PRODUCTS,ACUTE,ORALS
59417010110,5,ADHD,CHRONIC,ORALS
59417010210,4,ADHD,CHRONIC,ORALS
59417010310,4,ADHD,CHRONIC,ORALS
59417010410,5,ADHD,CHRONIC,ORALS
59417010510,5,ADHD,CHRONIC,ORALS
59417010610,5,ADHD,CHRONIC,ORALS
59417010710,5,ADHD,CHRONIC,ORALS
59417011501,5,ADHD,CHRONIC,ORALS
59417011601,5,ADHD,CHRONIC,ORALS
59417011701,5,ADHD,CHRONIC,ORALS
59417011801,5,ADHD,CHRONIC,ORALS
59417011901,5,ADHD,CHRONIC,ORALS
59417012001,5,ADHD,CHRONIC,ORALS
59572010201,3,ONCOLOGICS,ACUTE,INJECTABLES
59572040200,5,ONCOLOGICS,ACUTE,ORALS
59572040228,5,ONCOLOGICS,ACUTE,ORALS
59572040500,5,ONCOLOGICS,ACUTE,ORALS
59572040528,5,ONCOLOGICS,ACUTE,ORALS
59572041000,5,ONCOLOGICS,ACUTE,ORALS
59572041028,5,ONCOLOGICS,ACUTE,ORALS
59572041500,5,ONCOLOGICS,ACUTE,ORALS
59572041521,5,ONCOLOGICS,ACUTE,ORALS
59572042000,5,ONCOLOGICS,ACUTE,ORALS
59572042021,5,ONCOLOGICS,ACUTE,ORALS
59572042500,5,ONCOLOGICS,ACUTE,ORALS
59572042521,4,ONCOLOGICS,ACUTE,ORALS
59572050100,2,ONCOLOGICS,ACUTE,ORALS
59572050121,5,ONCOLOGICS,ACUTE,ORALS
59572050200,5,ONCOLOGICS,ACUTE,ORALS
59572050221,5,ONCOLOGICS,ACUTE,ORALS
59572050300,2,ONCOLOGICS,ACUTE,ORALS
59572050321,5,ONCOLOGICS,ACUTE,ORALS
59572050400,1,ONCOLOGICS,ACUTE,ORALS
59572050421,5,ONCOLOGICS,ACUTE,ORALS
59572063027,3,IMMUNOLOGY,ACUTE,ORALS
59572063106,5,IMMUNOLOGY,ACUTE,ORALS
59572063255,5,IMMUNOLOGY,ACUTE,ORALS
59572070530,5,ONCOLOGICS,ACUTE,ORALS
59572071030,5,ONCOLOGICS,ACUTE,ORALS
59572072012,5,ONCOLOGICS,ACUTE,ORALS
59572077501,5,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",CHRONIC,INJECTABLES
59572098401,5,ONCOLOGICS,ACUTE,INJECTABLES
59617001502,3,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,ACUTE,ORALS
59627000103,4,,,
59627000205,4,,,
59627000304,3,,,
59627011103,1,MULTIPLE SCLEROSIS,CHRONIC,OTHER SYSTEMICS
59627022205,1,MULTIPLE SCLEROSIS,CHRONIC,OTHER SYSTEMICS
59627033304,1,MULTIPLE SCLEROSIS,CHRONIC,OTHER SYSTEMICS
59630020010,3,GI PRODUCTS,ACUTE,ORALS
59630020510,3,GI PRODUCTS,ACUTE,ORALS
59630022230,4,GI PRODUCTS,ACUTE,ORALS
59630022290,5,GI PRODUCTS,ACUTE,ORALS
59630030910,3,,,
59630032010,5,,,
59630040030,1,PAIN,ACUTE,ORALS
59630045008,3,,,
59630050010,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59630050110,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59630050310,3,,,
59630055107,5,THROMBOPOIETIN AGONISTS,CHRONIC,ORALS
59630058090,4,OSTEOPOROSIS,CHRONIC,ORALS
59676003056,5,ONCOLOGICS,ACUTE,ORALS
59676003084,5,ONCOLOGICS,ACUTE,ORALS
59676004028,5,ONCOLOGICS,ACUTE,ORALS
59676004056,5,ONCOLOGICS,ACUTE,ORALS
59676005028,5,ONCOLOGICS,ACUTE,ORALS
59676022528,1,VIRAL HEPATITIS,ACUTE,ORALS
59676027801,2,HIV ANTIVIRALS,CHRONIC,ORALS
59676030200,2,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676030201,1,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676030300,5,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676030301,1,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676030401,1,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676031000,3,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676031001,1,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676031002,1,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676031200,4,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676031204,1,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676032000,4,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676032004,1,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676034000,1,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676034001,1,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676056201,1,HIV ANTIVIRALS,CHRONIC,ORALS
59676056301,3,HIV ANTIVIRALS,CHRONIC,ORALS
59676056401,4,HIV ANTIVIRALS,CHRONIC,ORALS
59676056501,1,HIV ANTIVIRALS,CHRONIC,ORALS
59676056630,1,HIV ANTIVIRALS,CHRONIC,ORALS
59676057001,1,HIV ANTIVIRALS,CHRONIC,ORALS
59676057101,1,HIV ANTIVIRALS,CHRONIC,ORALS
59676057201,2,HIV ANTIVIRALS,CHRONIC,ORALS
59676057530,4,HIV ANTIVIRALS,CHRONIC,ORALS
59676060012,5,ONCOLOGICS,CHRONIC,ORALS
59676061001,2,ONCOLOGICS,ACUTE,INJECTABLES
59676070101,5,ANTITUBERCULARS,CHRONIC,ORALS
59676080030,5,HIV ANTIVIRALS,CHRONIC,ORALS
59676082001,5,PAIN,CHRONIC,INJECTABLES
59676096001,5,ONCOLOGICS,ACUTE,INJECTABLES
59676096002,3,ONCOLOGICS,ACUTE,INJECTABLES
59922063101,5,ALL OTHER THERAPEUTICS,ACUTE,ORALS
60505040205,4,MENTAL HEALTH,CHRONIC,ORALS
60505366303,1,MENTAL HEALTH,CHRONIC,ORALS
60505366403,1,MENTAL HEALTH,CHRONIC,ORALS
60505366503,1,MENTAL HEALTH,CHRONIC,ORALS
60505366603,1,MENTAL HEALTH,CHRONIC,ORALS
60505366803,1,MENTAL HEALTH,CHRONIC,ORALS
60505366903,1,MENTAL HEALTH,CHRONIC,ORALS
60505367003,1,MENTAL HEALTH,CHRONIC,ORALS
60505437703,5,MENTAL HEALTH,CHRONIC,ORALS
60505451703,5,MENTAL HEALTH,CHRONIC,ORALS
60505451803,5,MENTAL HEALTH,CHRONIC,ORALS
60505451903,5,MENTAL HEALTH,CHRONIC,ORALS
60505452003,5,MENTAL HEALTH,CHRONIC,ORALS
60574411301,4,RESP ANTIVIRALS EX FLU,ACUTE,INJECTABLES
60574411401,4,RESP ANTIVIRALS EX FLU,ACUTE,INJECTABLES
60631004030,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
60631008030,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
60631041230,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
60631042530,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
60635011801,3,OTHER CARDIOVASCULARS,ACUTE,INJECTABLES
60793010401,2,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
60793010501,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
60793011501,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
60793011601,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
60793011701,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
60793013601,1,PAIN,ACUTE,ORALS
60793013605,3,PAIN,ACUTE,ORALS
60793014501,1,OTHER CNS,ACUTE,ORALS
60793014601,1,OTHER CNS,ACUTE,ORALS
60793028301,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
60793060002,5,ANTIBACTERIALS,ACUTE,INJECTABLES
60793060010,4,ANTIBACTERIALS,ACUTE,INJECTABLES
60793060110,5,ANTIBACTERIALS,ACUTE,INJECTABLES
60793060210,4,ANTIBACTERIALS,ACUTE,INJECTABLES
60793070010,4,ANTIBACTERIALS,ACUTE,INJECTABLES
60793070102,4,ANTIBACTERIALS,ACUTE,INJECTABLES
60793070110,2,ANTIBACTERIALS,ACUTE,INJECTABLES
60793070204,5,ANTIBACTERIALS,ACUTE,INJECTABLES
60793070210,5,ANTIBACTERIALS,ACUTE,INJECTABLES
60809080101,1,ANTIGOUT PREPS,CHRONIC,INJECTABLES
60846050101,4,ALL OTHER UROLOGICAL,ACUTE,ORALS
60846050201,3,ALL OTHER UROLOGICAL,ACUTE,ORALS
60846088201,2,ANTIDIABETICS,CHRONIC,ORALS
60846088401,2,ANTIDIABETICS,CHRONIC,ORALS
61269046090,5,"ANTI-OBESITY PREPS, EXCL. DIETETICS",ACUTE,ORALS
61570003775,3,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
61570007901,5,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
61570011001,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61570011101,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61570011201,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61570012001,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61570013120,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013125,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013140,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013150,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013155,3,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013185,3,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013198,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61755000101,4,IMMUNOSUPPRESSANTS,CHRONIC,INJECTABLES
61755000501,5,OCULAR ANTINEOVASCULARISATION,ACUTE,INJECTABLES
61755000502,5,OCULAR ANTINEOVASCULARISATION,ACUTE,INJECTABLES
61755000801,5,ONCOLOGICS,ACUTE,INJECTABLES
61825016510,5,OTHER CNS,ACUTE,ORALS
61825016530,5,OTHER CNS,ACUTE,ORALS
61874007560,3,GI PRODUCTS,CHRONIC,ORALS
61874010060,5,GI PRODUCTS,CHRONIC,ORALS
61874011511,5,MENTAL HEALTH,CHRONIC,ORALS
61874011520,5,MENTAL HEALTH,CHRONIC,ORALS
61874011530,5,MENTAL HEALTH,CHRONIC,ORALS
61874013011,5,MENTAL HEALTH,CHRONIC,ORALS
61874013020,5,MENTAL HEALTH,CHRONIC,ORALS
61874013030,5,MENTAL HEALTH,CHRONIC,ORALS
61874014530,5,MENTAL HEALTH,CHRONIC,ORALS
61874016030,5,MENTAL HEALTH,CHRONIC,ORALS
61874017008,5,MENTAL HEALTH,CHRONIC,ORALS
61894001002,3,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61894001102,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61894001202,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61958040101,1,HIV ANTIVIRALS,CHRONIC,ORALS
61958040301,3,HIV ANTIVIRALS,CHRONIC,ORALS
61958040401,5,HIV ANTIVIRALS,CHRONIC,ORALS
61958040501,4,HIV ANTIVIRALS,CHRONIC,ORALS
61958040601,5,HIV ANTIVIRALS,CHRONIC,ORALS
61958050101,1,VIRAL HEPATITIS,ACUTE,ORALS
61958060101,1,HIV ANTIVIRALS,CHRONIC,ORALS
61958060201,1,HIV ANTIVIRALS,CHRONIC,ORALS
61958070101,4,HIV ANTIVIRALS,CHRONIC,ORALS
61958070301,5,HIV ANTIVIRALS,CHRONIC,ORALS
61958070401,5,HIV ANTIVIRALS,CHRONIC,ORALS
61958070501,5,HIV ANTIVIRALS,CHRONIC,ORALS
61958080101,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
61958080201,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
61958080205,4,OTHER CARDIOVASCULARS,ACUTE,ORALS
61958100301,1,OTHER CARDIOVASCULARS,CHRONIC,ORALS
61958100401,1,OTHER CARDIOVASCULARS,CHRONIC,ORALS
61958110101,1,HIV ANTIVIRALS,CHRONIC,ORALS
61958120101,1,HIV ANTIVIRALS,CHRONIC,ORALS
61958130101,3,,,
61958130201,3,,,
61958140101,2,HIV ANTIVIRALS,CHRONIC,ORALS
61958150101,1,VIRAL HEPATITIS,ACUTE,ORALS
61958170101,1,ONCOLOGICS,ACUTE,ORALS
61958170201,1,ONCOLOGICS,ACUTE,ORALS
61958180101,1,VIRAL HEPATITIS,ACUTE,ORALS
61958180301,5,VIRAL HEPATITIS,ACUTE,ORALS
61958190101,4,HIV ANTIVIRALS,CHRONIC,ORALS
61958200201,5,HIV ANTIVIRALS,CHRONIC,ORALS
61958200202,5,HIV ANTIVIRALS,CHRONIC,ORALS
61958210101,5,HIV ANTIVIRALS,CHRONIC,ORALS
61958220101,1,VIRAL HEPATITIS,ACUTE,ORALS
61958230101,5,VIRAL HEPATITIS,ACUTE,ORALS
61958240101,4,VIRAL HEPATITIS,ACUTE,ORALS
61958250101,5,HIV ANTIVIRALS,CHRONIC,ORALS
62064001160,2,GROWTH HORMONES,CHRONIC,INJECTABLES
62064012201,5,HIV ANTIVIRALS,CHRONIC,INJECTABLES
62064012202,5,HIV ANTIVIRALS,CHRONIC,INJECTABLES
62064024130,5,GROWTH HORMONES,CHRONIC,INJECTABLES
62541030130,3,,,
62541030230,3,,,
62541030330,3,,,
62559028001,1,MENTAL HEALTH,CHRONIC,ORALS
62559031020,1,ANTIBACTERIALS,ACUTE,ORALS
62559031120,1,GI PRODUCTS,ACUTE,ORALS
62559052001,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559052101,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559052201,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559052301,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064030,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064130,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064230,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064290,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064330,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064390,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559065090,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559065190,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559065290,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559067030,5,ONCOLOGICS,CHRONIC,ORALS
62847000101,4,ANTIBACTERIALS,ACUTE,INJECTABLES
62856000110,1,ONCOLOGICS,ACUTE,ORALS
62856024330,1,ANTI-ULCERANTS,CHRONIC,ORALS
62856024530,1,ANTI-ALZHEIMERS,CHRONIC,ORALS
62856024630,1,ANTI-ALZHEIMERS,CHRONIC,ORALS
62856024730,1,ANTI-ALZHEIMERS,CHRONIC,ORALS
62856027230,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856027430,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856027630,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856027830,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856028030,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856028230,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856029038,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856038901,4,ONCOLOGICS,ACUTE,INJECTABLES
62856052960,1,"ANTI-OBESITY PREPS, EXCL. DIETETICS",ACUTE,ORALS
62856053530,4,"ANTI-OBESITY PREPS, EXCL. DIETETICS",ACUTE,ORALS
62856058252,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856058352,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856058446,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856060122,2,ONCOLOGICS,ACUTE,DERMATOLOGICALS
62856068110,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856070430,5,ONCOLOGICS,ACUTE,ORALS
62856070805,5,ONCOLOGICS,ACUTE,ORALS
62856070830,5,ONCOLOGICS,ACUTE,ORALS
62856071030,5,ONCOLOGICS,ACUTE,ORALS
62856071205,5,ONCOLOGICS,ACUTE,ORALS
62856071230,5,ONCOLOGICS,ACUTE,ORALS
62856071405,4,ONCOLOGICS,ACUTE,ORALS
62856071430,5,ONCOLOGICS,ACUTE,ORALS
62856071805,4,ONCOLOGICS,ACUTE,ORALS
62856071830,5,ONCOLOGICS,ACUTE,ORALS
62856072005,4,ONCOLOGICS,ACUTE,ORALS
62856072030,5,ONCOLOGICS,ACUTE,ORALS
62856072405,4,ONCOLOGICS,ACUTE,ORALS
62856072430,5,ONCOLOGICS,ACUTE,ORALS
62856079601,3,,,
62856079701,1,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,INJECTABLES
63004871001,1,A.C.T.H.,CHRONIC,INJECTABLES
63010001030,1,HIV ANTIVIRALS,CHRONIC,ORALS
63010002770,1,HIV ANTIVIRALS,CHRONIC,ORALS
63020004901,1,ONCOLOGICS,ACUTE,INJECTABLES
63020007802,5,ONCOLOGICS,ACUTE,ORALS
63020007901,1,ONCOLOGICS,ACUTE,ORALS
63020007902,5,ONCOLOGICS,ACUTE,ORALS
63020008001,1,ONCOLOGICS,ACUTE,ORALS
63020008002,3,ONCOLOGICS,ACUTE,ORALS
63020009007,4,ONCOLOGICS,ACUTE,ORALS
63020009030,5,ONCOLOGICS,ACUTE,ORALS
63020011330,5,ONCOLOGICS,ACUTE,ORALS
63020018030,5,ONCOLOGICS,ACUTE,ORALS
63020019830,5,ONCOLOGICS,ACUTE,ORALS
63020053430,5,ONCOLOGICS,ACUTE,ORALS
63020053530,5,ONCOLOGICS,ACUTE,ORALS
63090010030,5,MENTAL HEALTH,CHRONIC,ORALS
63090017060,1,MENTAL HEALTH,CHRONIC,ORALS
63090034030,5,MENTAL HEALTH,CHRONIC,ORALS
63323011310,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,INJECTABLES
63323014397,3,HOSPITAL SOLUTIONS,ACUTE,INJECTABLES
63323024120,4,HOSPITAL SOLUTIONS,ACUTE,INJECTABLES
63323026929,1,PAIN,ACUTE,INJECTABLES
63323028510,4,PAIN,ACUTE,INJECTABLES
63323028523,5,PAIN,ACUTE,INJECTABLES
63323028564,4,PAIN,ACUTE,INJECTABLES
63323028573,4,PAIN,ACUTE,INJECTABLES
63323047827,5,PAIN,ACUTE,INJECTABLES
63323048217,5,PAIN,ACUTE,INJECTABLES
63323048227,3,PAIN,ACUTE,INJECTABLES
63323048327,5,PAIN,ACUTE,INJECTABLES
63323048457,2,PAIN,ACUTE,INJECTABLES
63323048526,4,PAIN,ACUTE,INJECTABLES
63323048527,2,PAIN,ACUTE,INJECTABLES
63323048557,2,PAIN,ACUTE,INJECTABLES
63323048617,4,PAIN,ACUTE,INJECTABLES
63323048626,5,PAIN,ACUTE,INJECTABLES
63323048627,4,PAIN,ACUTE,INJECTABLES
63323048657,2,PAIN,ACUTE,INJECTABLES
63323048737,2,PAIN,ACUTE,INJECTABLES
63323049216,4,PAIN,ACUTE,INJECTABLES
63323049227,4,PAIN,ACUTE,INJECTABLES
63323049231,4,PAIN,ACUTE,INJECTABLES
63323049236,5,PAIN,ACUTE,INJECTABLES
63323049237,4,PAIN,ACUTE,INJECTABLES
63323049257,4,PAIN,ACUTE,INJECTABLES
63323049280,3,PAIN,ACUTE,INJECTABLES
63323049297,4,PAIN,ACUTE,INJECTABLES
63323049397,4,PAIN,ACUTE,INJECTABLES
63323049507,2,PAIN,ACUTE,INJECTABLES
63323049527,4,PAIN,ACUTE,INJECTABLES
63323087715,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,INHALANTS
63395020113,1,GI PRODUCTS,ACUTE,ORALS
63402019030,1,OTHER CNS,ACUTE,ORALS
63402019103,5,OTHER CNS,ACUTE,ORALS
63402019110,1,OTHER CNS,ACUTE,ORALS
63402019303,5,OTHER CNS,ACUTE,ORALS
63402019310,1,OTHER CNS,ACUTE,ORALS
63402020230,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
63402020430,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
