ndc,cluster,class,acute_chronic,form
59011046010,220,PAIN,ACUTE,ORALS
59011046020,218,PAIN,ACUTE,ORALS
59011048010,220,PAIN,ACUTE,ORALS
59011048020,218,PAIN,ACUTE,ORALS
59011052330,218,GI PRODUCTS,ACUTE,ORALS
59011052390,218,GI PRODUCTS,ACUTE,ORALS
59148000613,279,MENTAL HEALTH,CHRONIC,ORALS
59148000713,271,MENTAL HEALTH,CHRONIC,ORALS
59148000813,271,MENTAL HEALTH,CHRONIC,ORALS
59148000913,271,MENTAL HEALTH,CHRONIC,ORALS
59148001013,271,MENTAL HEALTH,CHRONIC,ORALS
59148001113,96,MENTAL HEALTH,CHRONIC,ORALS
59148001871,224,MENTAL HEALTH,CHRONIC,INJECTABLES
59148001971,91,MENTAL HEALTH,CHRONIC,INJECTABLES
59148002050,220,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148002150,206,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148003085,218,MENTAL HEALTH,CHRONIC,ORALS
59148003185,218,MENTAL HEALTH,CHRONIC,ORALS
59148003285,218,MENTAL HEALTH,CHRONIC,ORALS
59148003513,99,MENTAL HEALTH,CHRONIC,ORALS
59148003613,208,MENTAL HEALTH,CHRONIC,ORALS
59148003713,235,MENTAL HEALTH,CHRONIC,ORALS
59148003813,235,MENTAL HEALTH,CHRONIC,ORALS
59148003913,208,MENTAL HEALTH,CHRONIC,ORALS
59148004013,296,MENTAL HEALTH,CHRONIC,ORALS
59148004580,278,MENTAL HEALTH,CHRONIC,INJECTABLES
59148007280,32,MENTAL HEALTH,CHRONIC,INJECTABLES
59148008213,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148008707,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148008728,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148008828,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59148008928,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212000101,218,OTHER CARDIOVASCULARS,ACUTE,ORALS
59212000201,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212000301,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212008730,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212009530,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212009730,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59212011114,218,ONCOLOGICS,CHRONIC,ORALS
59212020010,218,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
59212024055,218,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024255,218,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024256,218,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024555,218,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024955,218,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024956,218,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212024975,218,OTHER CARDIOVASCULARS,CHRONIC,ORALS
59212044710,218,MENTAL HEALTH,CHRONIC,ORALS
59212056210,99,IMMUNOLOGY,CHRONIC,ORALS
59212068010,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
59212068110,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
59310061031,218,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
59353000410,218,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59353001001,218,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59353001010,218,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59385004130,99,GI PRODUCTS,ACUTE,ORALS
59417010110,220,ADHD,CHRONIC,ORALS
59417010210,149,ADHD,CHRONIC,ORALS
59417010310,282,ADHD,CHRONIC,ORALS
59417010410,282,ADHD,CHRONIC,ORALS
59417010510,231,ADHD,CHRONIC,ORALS
59417010610,149,ADHD,CHRONIC,ORALS
59417010710,71,ADHD,CHRONIC,ORALS
59417011501,99,ADHD,CHRONIC,ORALS
59417011601,99,ADHD,CHRONIC,ORALS
59417011701,99,ADHD,CHRONIC,ORALS
59417011801,218,ADHD,CHRONIC,ORALS
59417011901,218,ADHD,CHRONIC,ORALS
59417012001,218,ADHD,CHRONIC,ORALS
59572010201,218,ONCOLOGICS,ACUTE,INJECTABLES
59572040200,218,ONCOLOGICS,ACUTE,ORALS
59572040228,296,ONCOLOGICS,ACUTE,ORALS
59572040500,296,ONCOLOGICS,ACUTE,ORALS
59572040528,257,ONCOLOGICS,ACUTE,ORALS
59572041000,208,ONCOLOGICS,ACUTE,ORALS
59572041028,294,ONCOLOGICS,ACUTE,ORALS
59572041500,243,ONCOLOGICS,ACUTE,ORALS
59572041521,149,ONCOLOGICS,ACUTE,ORALS
59572042000,99,ONCOLOGICS,ACUTE,ORALS
59572042021,220,ONCOLOGICS,ACUTE,ORALS
59572042500,296,ONCOLOGICS,ACUTE,ORALS
59572042521,149,ONCOLOGICS,ACUTE,ORALS
59572050100,99,ONCOLOGICS,ACUTE,ORALS
59572050121,296,ONCOLOGICS,ACUTE,ORALS
59572050200,96,ONCOLOGICS,ACUTE,ORALS
59572050221,235,ONCOLOGICS,ACUTE,ORALS
59572050300,206,ONCOLOGICS,ACUTE,ORALS
59572050321,182,ONCOLOGICS,ACUTE,ORALS
59572050400,96,ONCOLOGICS,ACUTE,ORALS
59572050421,257,ONCOLOGICS,ACUTE,ORALS
59572063027,218,IMMUNOLOGY,ACUTE,ORALS
59572063106,242,IMMUNOLOGY,ACUTE,ORALS
59572063255,206,IMMUNOLOGY,ACUTE,ORALS
59572070530,218,ONCOLOGICS,ACUTE,ORALS
59572071030,243,ONCOLOGICS,ACUTE,ORALS
59572072012,218,ONCOLOGICS,ACUTE,ORALS
59572077501,243,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",CHRONIC,INJECTABLES
59572098401,99,ONCOLOGICS,ACUTE,INJECTABLES
59617001502,218,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,ACUTE,ORALS
59627011103,241,MULTIPLE SCLEROSIS,CHRONIC,OTHER SYSTEMICS
59627022205,42,MULTIPLE SCLEROSIS,CHRONIC,OTHER SYSTEMICS
59627033304,48,MULTIPLE SCLEROSIS,CHRONIC,OTHER SYSTEMICS
59630020010,218,GI PRODUCTS,ACUTE,ORALS
59630020510,218,GI PRODUCTS,ACUTE,ORALS
59630022230,218,GI PRODUCTS,ACUTE,ORALS
59630022290,218,GI PRODUCTS,ACUTE,ORALS
59630040030,218,PAIN,ACUTE,ORALS
59630050010,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59630050110,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
59630055107,99,THROMBOPOIETIN AGONISTS,CHRONIC,ORALS
59630058090,206,OSTEOPOROSIS,CHRONIC,ORALS
59676003056,218,ONCOLOGICS,ACUTE,ORALS
59676003084,218,ONCOLOGICS,ACUTE,ORALS
59676004028,218,ONCOLOGICS,ACUTE,ORALS
59676004056,218,ONCOLOGICS,ACUTE,ORALS
59676005028,218,ONCOLOGICS,ACUTE,ORALS
59676022528,218,VIRAL HEPATITIS,ACUTE,ORALS
59676027801,96,HIV ANTIVIRALS,CHRONIC,ORALS
59676030200,218,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676030201,99,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676030300,218,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676030301,99,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676030401,206,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676031000,218,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676031001,232,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676031002,220,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676031200,218,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676031204,206,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676032000,218,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676032004,144,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676034000,218,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676034001,261,ERYTHROPOIETINS,CHRONIC,INJECTABLES
59676056201,96,HIV ANTIVIRALS,CHRONIC,ORALS
59676056301,218,HIV ANTIVIRALS,CHRONIC,ORALS
59676056401,218,HIV ANTIVIRALS,CHRONIC,ORALS
59676056501,218,HIV ANTIVIRALS,CHRONIC,ORALS
59676056630,232,HIV ANTIVIRALS,CHRONIC,ORALS
59676057001,218,HIV ANTIVIRALS,CHRONIC,ORALS
59676057101,96,HIV ANTIVIRALS,CHRONIC,ORALS
59676057201,218,HIV ANTIVIRALS,CHRONIC,ORALS
59676057530,231,HIV ANTIVIRALS,CHRONIC,ORALS
59676060012,243,ONCOLOGICS,CHRONIC,ORALS
59676061001,218,ONCOLOGICS,ACUTE,INJECTABLES
59676070101,218,ANTITUBERCULARS,CHRONIC,ORALS
59676080030,253,HIV ANTIVIRALS,CHRONIC,ORALS
59676082001,127,PAIN,CHRONIC,INJECTABLES
59676096001,218,ONCOLOGICS,ACUTE,INJECTABLES
59676096002,218,ONCOLOGICS,ACUTE,INJECTABLES
59922063101,99,ALL OTHER THERAPEUTICS,ACUTE,ORALS
60505040205,218,MENTAL HEALTH,CHRONIC,ORALS
60505366303,218,MENTAL HEALTH,CHRONIC,ORALS
60505366403,218,MENTAL HEALTH,CHRONIC,ORALS
60505366503,218,MENTAL HEALTH,CHRONIC,ORALS
60505366603,218,MENTAL HEALTH,CHRONIC,ORALS
60505366803,218,MENTAL HEALTH,CHRONIC,ORALS
60505366903,218,MENTAL HEALTH,CHRONIC,ORALS
60505367003,218,MENTAL HEALTH,CHRONIC,ORALS
60505437703,218,MENTAL HEALTH,CHRONIC,ORALS
60505451703,218,MENTAL HEALTH,CHRONIC,ORALS
60505451803,218,MENTAL HEALTH,CHRONIC,ORALS
60505451903,218,MENTAL HEALTH,CHRONIC,ORALS
60505452003,218,MENTAL HEALTH,CHRONIC,ORALS
60574411301,22,RESP ANTIVIRALS EX FLU,ACUTE,INJECTABLES
60574411401,35,RESP ANTIVIRALS EX FLU,ACUTE,INJECTABLES
60631004030,206,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
60631008030,206,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
60631041230,206,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
60631042530,206,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
60635011801,218,OTHER CARDIOVASCULARS,ACUTE,INJECTABLES
60793010401,218,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
60793010501,218,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
60793011501,218,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
60793011601,218,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
60793011701,218,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
60793013601,218,PAIN,ACUTE,ORALS
60793013605,218,PAIN,ACUTE,ORALS
60793014501,218,OTHER CNS,ACUTE,ORALS
60793014601,218,OTHER CNS,ACUTE,ORALS
60793028301,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
60793060002,218,ANTIBACTERIALS,ACUTE,INJECTABLES
60793060010,218,ANTIBACTERIALS,ACUTE,INJECTABLES
60793060110,218,ANTIBACTERIALS,ACUTE,INJECTABLES
60793060210,218,ANTIBACTERIALS,ACUTE,INJECTABLES
60793070010,218,ANTIBACTERIALS,ACUTE,INJECTABLES
60793070102,218,ANTIBACTERIALS,ACUTE,INJECTABLES
60793070110,206,ANTIBACTERIALS,ACUTE,INJECTABLES
60793070204,218,ANTIBACTERIALS,ACUTE,INJECTABLES
60793070210,206,ANTIBACTERIALS,ACUTE,INJECTABLES
60809080101,153,ANTIGOUT PREPS,CHRONIC,INJECTABLES
60846050101,218,ALL OTHER UROLOGICAL,ACUTE,ORALS
60846050201,218,ALL OTHER UROLOGICAL,ACUTE,ORALS
60846088201,218,ANTIDIABETICS,CHRONIC,ORALS
60846088401,218,ANTIDIABETICS,CHRONIC,ORALS
61269046090,218,"ANTI-OBESITY PREPS, EXCL. DIETETICS",ACUTE,ORALS
61570003775,218,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
61570007901,218,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
61570011001,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61570011101,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61570011201,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61570012001,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61570013120,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013125,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013140,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013150,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013155,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013185,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61570013198,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
61755000101,218,IMMUNOSUPPRESSANTS,CHRONIC,INJECTABLES
61755000501,120,OCULAR ANTINEOVASCULARISATION,ACUTE,INJECTABLES
61755000502,45,OCULAR ANTINEOVASCULARISATION,ACUTE,INJECTABLES
61755000801,218,ONCOLOGICS,ACUTE,INJECTABLES
61825016510,218,OTHER CNS,ACUTE,ORALS
61825016530,218,OTHER CNS,ACUTE,ORALS
61874007560,96,GI PRODUCTS,CHRONIC,ORALS
61874010060,96,GI PRODUCTS,CHRONIC,ORALS
61874011511,218,MENTAL HEALTH,CHRONIC,ORALS
61874011520,99,MENTAL HEALTH,CHRONIC,ORALS
61874011530,188,MENTAL HEALTH,CHRONIC,ORALS
61874013011,218,MENTAL HEALTH,CHRONIC,ORALS
61874013020,99,MENTAL HEALTH,CHRONIC,ORALS
61874013030,188,MENTAL HEALTH,CHRONIC,ORALS
61874014530,208,MENTAL HEALTH,CHRONIC,ORALS
61874016030,208,MENTAL HEALTH,CHRONIC,ORALS
61874017008,218,MENTAL HEALTH,CHRONIC,ORALS
61894001002,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61894001102,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61894001202,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
61958040101,201,HIV ANTIVIRALS,CHRONIC,ORALS
61958040301,218,HIV ANTIVIRALS,CHRONIC,ORALS
61958040401,218,HIV ANTIVIRALS,CHRONIC,ORALS
61958040501,218,HIV ANTIVIRALS,CHRONIC,ORALS
61958040601,218,HIV ANTIVIRALS,CHRONIC,ORALS
61958050101,218,VIRAL HEPATITIS,ACUTE,ORALS
61958060101,99,HIV ANTIVIRALS,CHRONIC,ORALS
61958060201,218,HIV ANTIVIRALS,CHRONIC,ORALS
61958070101,203,HIV ANTIVIRALS,CHRONIC,ORALS
61958070301,99,HIV ANTIVIRALS,CHRONIC,ORALS
61958070401,218,HIV ANTIVIRALS,CHRONIC,ORALS
61958070501,218,HIV ANTIVIRALS,CHRONIC,ORALS
61958080101,96,OTHER CARDIOVASCULARS,ACUTE,ORALS
61958080201,127,OTHER CARDIOVASCULARS,ACUTE,ORALS
61958080205,218,OTHER CARDIOVASCULARS,ACUTE,ORALS
61958100301,290,OTHER CARDIOVASCULARS,CHRONIC,ORALS
61958100401,271,OTHER CARDIOVASCULARS,CHRONIC,ORALS
61958110101,33,HIV ANTIVIRALS,CHRONIC,ORALS
61958120101,217,HIV ANTIVIRALS,CHRONIC,ORALS
61958140101,218,HIV ANTIVIRALS,CHRONIC,ORALS
61958150101,153,VIRAL HEPATITIS,ACUTE,ORALS
61958170101,218,ONCOLOGICS,ACUTE,ORALS
61958170201,99,ONCOLOGICS,ACUTE,ORALS
61958180101,50,VIRAL HEPATITIS,ACUTE,ORALS
61958180301,218,VIRAL HEPATITIS,ACUTE,ORALS
61958190101,237,HIV ANTIVIRALS,CHRONIC,ORALS
61958200201,12,HIV ANTIVIRALS,CHRONIC,ORALS
61958200202,99,HIV ANTIVIRALS,CHRONIC,ORALS
61958210101,162,HIV ANTIVIRALS,CHRONIC,ORALS
61958220101,196,VIRAL HEPATITIS,ACUTE,ORALS
61958230101,182,VIRAL HEPATITIS,ACUTE,ORALS
61958240101,295,VIRAL HEPATITIS,ACUTE,ORALS
61958250101,117,HIV ANTIVIRALS,CHRONIC,ORALS
62064001160,99,GROWTH HORMONES,CHRONIC,INJECTABLES
62064012201,218,HIV ANTIVIRALS,CHRONIC,INJECTABLES
62064012202,243,HIV ANTIVIRALS,CHRONIC,INJECTABLES
62064024130,218,GROWTH HORMONES,CHRONIC,INJECTABLES
62559028001,218,MENTAL HEALTH,CHRONIC,ORALS
62559031020,218,ANTIBACTERIALS,ACUTE,ORALS
62559031120,218,GI PRODUCTS,ACUTE,ORALS
62559052001,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559052101,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559052201,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559052301,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064030,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064130,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064230,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064290,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064330,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559064390,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559065090,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559065190,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559065290,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
62559067030,218,ONCOLOGICS,CHRONIC,ORALS
62847000101,218,ANTIBACTERIALS,ACUTE,INJECTABLES
62856000110,218,ONCOLOGICS,ACUTE,ORALS
62856024330,206,ANTI-ULCERANTS,CHRONIC,ORALS
62856024530,218,ANTI-ALZHEIMERS,CHRONIC,ORALS
62856024630,218,ANTI-ALZHEIMERS,CHRONIC,ORALS
62856024730,218,ANTI-ALZHEIMERS,CHRONIC,ORALS
62856027230,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856027430,206,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856027630,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856027830,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856028030,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856028230,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856029038,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856038901,218,ONCOLOGICS,ACUTE,INJECTABLES
62856052960,0,"ANTI-OBESITY PREPS, EXCL. DIETETICS",ACUTE,ORALS
62856053530,206,"ANTI-OBESITY PREPS, EXCL. DIETETICS",ACUTE,ORALS
62856058252,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856058352,206,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856058446,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856060122,218,ONCOLOGICS,ACUTE,DERMATOLOGICALS
62856068110,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
62856070430,218,ONCOLOGICS,ACUTE,ORALS
62856070805,218,ONCOLOGICS,ACUTE,ORALS
62856070830,99,ONCOLOGICS,ACUTE,ORALS
62856071030,99,ONCOLOGICS,ACUTE,ORALS
62856071205,218,ONCOLOGICS,ACUTE,ORALS
62856071230,218,ONCOLOGICS,ACUTE,ORALS
62856071405,218,ONCOLOGICS,ACUTE,ORALS
62856071430,218,ONCOLOGICS,ACUTE,ORALS
62856071805,218,ONCOLOGICS,ACUTE,ORALS
62856071830,218,ONCOLOGICS,ACUTE,ORALS
62856072005,218,ONCOLOGICS,ACUTE,ORALS
62856072030,218,ONCOLOGICS,ACUTE,ORALS
62856072405,218,ONCOLOGICS,ACUTE,ORALS
62856072430,218,ONCOLOGICS,ACUTE,ORALS
62856079701,218,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,INJECTABLES
63004871001,148,A.C.T.H.,CHRONIC,INJECTABLES
63010001030,218,HIV ANTIVIRALS,CHRONIC,ORALS
63010002770,218,HIV ANTIVIRALS,CHRONIC,ORALS
63020004901,127,ONCOLOGICS,ACUTE,INJECTABLES
63020007802,127,ONCOLOGICS,ACUTE,ORALS
63020007901,218,ONCOLOGICS,ACUTE,ORALS
63020007902,71,ONCOLOGICS,ACUTE,ORALS
63020008001,0,ONCOLOGICS,ACUTE,ORALS
63020008002,39,ONCOLOGICS,ACUTE,ORALS
63020009007,218,ONCOLOGICS,ACUTE,ORALS
63020009030,218,ONCOLOGICS,ACUTE,ORALS
63020011330,218,ONCOLOGICS,ACUTE,ORALS
63020018030,99,ONCOLOGICS,ACUTE,ORALS
63020019830,218,ONCOLOGICS,ACUTE,ORALS
63020053430,99,ONCOLOGICS,ACUTE,ORALS
63020053530,208,ONCOLOGICS,ACUTE,ORALS
63090010030,218,MENTAL HEALTH,CHRONIC,ORALS
63090017060,206,MENTAL HEALTH,CHRONIC,ORALS
63090034030,142,MENTAL HEALTH,CHRONIC,ORALS
63323011310,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,INJECTABLES
63323014397,218,HOSPITAL SOLUTIONS,ACUTE,INJECTABLES
63323024120,218,HOSPITAL SOLUTIONS,ACUTE,INJECTABLES
63323026929,218,PAIN,ACUTE,INJECTABLES
63323028510,218,PAIN,ACUTE,INJECTABLES
63323028523,218,PAIN,ACUTE,INJECTABLES
63323028564,218,PAIN,ACUTE,INJECTABLES
63323028573,218,PAIN,ACUTE,INJECTABLES
63323047827,218,PAIN,ACUTE,INJECTABLES
63323048217,218,PAIN,ACUTE,INJECTABLES
63323048227,218,PAIN,ACUTE,INJECTABLES
63323048327,218,PAIN,ACUTE,INJECTABLES
63323048457,218,PAIN,ACUTE,INJECTABLES
63323048526,218,PAIN,ACUTE,INJECTABLES
63323048527,218,PAIN,ACUTE,INJECTABLES
63323048557,218,PAIN,ACUTE,INJECTABLES
63323048617,218,PAIN,ACUTE,INJECTABLES
63323048626,218,PAIN,ACUTE,INJECTABLES
63323048627,218,PAIN,ACUTE,INJECTABLES
63323048657,218,PAIN,ACUTE,INJECTABLES
63323048737,218,PAIN,ACUTE,INJECTABLES
63323049216,218,PAIN,ACUTE,INJECTABLES
63323049227,218,PAIN,ACUTE,INJECTABLES
63323049231,218,PAIN,ACUTE,INJECTABLES
63323049236,218,PAIN,ACUTE,INJECTABLES
63323049237,218,PAIN,ACUTE,INJECTABLES
63323049257,218,PAIN,ACUTE,INJECTABLES
63323049280,218,PAIN,ACUTE,INJECTABLES
63323049297,218,PAIN,ACUTE,INJECTABLES
63323049397,218,PAIN,ACUTE,INJECTABLES
63323049507,218,PAIN,ACUTE,INJECTABLES
63323049527,218,PAIN,ACUTE,INJECTABLES
63323087715,99,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,INHALANTS
63395020113,218,GI PRODUCTS,ACUTE,ORALS
63402019030,218,OTHER CNS,ACUTE,ORALS
63402019103,218,OTHER CNS,ACUTE,ORALS
63402019110,218,OTHER CNS,ACUTE,ORALS
63402019303,218,OTHER CNS,ACUTE,ORALS
63402019310,99,OTHER CNS,ACUTE,ORALS
63402020230,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
63402020430,206,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
63402020660,243,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
63402020830,296,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
63402030230,282,MENTAL HEALTH,CHRONIC,ORALS
63402030401,218,MENTAL HEALTH,CHRONIC,ORALS
63402030410,99,MENTAL HEALTH,CHRONIC,ORALS
63402030430,125,MENTAL HEALTH,CHRONIC,ORALS
63402030601,218,MENTAL HEALTH,CHRONIC,ORALS
63402030610,99,MENTAL HEALTH,CHRONIC,ORALS
63402030630,71,MENTAL HEALTH,CHRONIC,ORALS
63402030801,218,MENTAL HEALTH,CHRONIC,ORALS
63402030810,99,MENTAL HEALTH,CHRONIC,ORALS
63402030830,282,MENTAL HEALTH,CHRONIC,ORALS
63402031230,257,MENTAL HEALTH,CHRONIC,ORALS
63402051001,206,RESPIRATORY AGENTS,CHRONIC,INHALANTS
63402067530,218,RESPIRATORY AGENTS,CHRONIC,LUNG
63402068106,218,RESPIRATORY AGENTS,CHRONIC,LUNG
63402068160,218,RESPIRATORY AGENTS,CHRONIC,LUNG
63402070101,0,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
63402071101,0,RESPIRATORY AGENTS,CHRONIC,INHALANTS
63402071201,206,RESPIRATORY AGENTS,CHRONIC,INHALANTS
63402073760,0,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
63402091101,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
63402091130,206,RESPIRATORY AGENTS,CHRONIC,INHALANTS
63402091164,96,RESPIRATORY AGENTS,CHRONIC,INHALANTS
63459010130,218,ADHD,CHRONIC,ORALS
63459017714,206,ONCOLOGICS,ACUTE,INJECTABLES
63459020101,218,ADHD,CHRONIC,ORALS
63459020130,206,ADHD,CHRONIC,ORALS
63459020530,218,ADHD,CHRONIC,ORALS
63459021530,99,ADHD,CHRONIC,ORALS
63459022030,218,ADHD,CHRONIC,ORALS
63459022530,0,ADHD,CHRONIC,ORALS
63459034804,99,ONCOLOGICS,ACUTE,INJECTABLES
63459039008,218,ONCOLOGICS,ACUTE,INJECTABLES
63459039120,206,ONCOLOGICS,ACUTE,INJECTABLES
63459040230,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
63459040430,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
63459041230,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
63459041630,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
63459091011,99,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
63459091015,218,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
63459091017,206,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
63459091036,99,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
63459091211,99,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
63459091212,218,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
63459091215,218,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
63459091217,206,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
